customerID,summary
7495-OOKFY,"Customer ID: 7495-OOKFY. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $80.65 monthly, total charges $633.3. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
4667-QONEA,"Customer ID: 4667-QONEA. A female customer, senior, uses dsl internet with one year contract. Pays $74.85 monthly, total charges $4456.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1658-BYGOY,"Customer ID: 1658-BYGOY. A male customer, senior, uses fiber optic internet with month-to-month contract. Pays $95.45 monthly, total charges $1752.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
8769-KKTPH,"Customer ID: 8769-KKTPH. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $99.65 monthly, total charges $6311.2. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5067-XJQFU,"Customer ID: 5067-XJQFU. A male customer, senior, uses fiber optic internet with one year contract. Pays $108.45 monthly, total charges $7076.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3957-SQXML,"Customer ID: 3957-SQXML. A female customer, non-senior, uses no internet with two year contract. Pays $24.95 monthly, total charges $894.3. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5954-BDFSG,"Customer ID: 5954-BDFSG. A female customer, non-senior, uses fiber optic internet with two year contract. Pays $107.5 monthly, total charges $7853.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0434-CSFON,"Customer ID: 0434-CSFON. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $100.5 monthly, total charges $4707.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1215-FIGMP,"Customer ID: 1215-FIGMP. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $89.9 monthly, total charges $5450.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0526-SXDJP,"Customer ID: 0526-SXDJP. A male customer, non-senior, uses dsl internet with two year contract. Pays $42.1 monthly, total charges $2962.0. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0557-ASKVU,"Customer ID: 0557-ASKVU. A female customer, non-senior, uses dsl internet with one year contract. Pays $54.4 monthly, total charges $957.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5698-BQJOH,"Customer ID: 5698-BQJOH. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $94.4 monthly, total charges $857.25. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
5122-CYFXA,"Customer ID: 5122-CYFXA. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $75.3 monthly, total charges $244.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8627-ZYGSZ,"Customer ID: 8627-ZYGSZ. A male customer, non-senior, uses fiber optic internet with one year contract. Pays $78.9 monthly, total charges $3650.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3410-YOQBQ,"Customer ID: 3410-YOQBQ. A female customer, non-senior, uses dsl internet with two year contract. Pays $79.2 monthly, total charges $2497.2. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
3170-NMYVV,"Customer ID: 3170-NMYVV. A female customer, non-senior, uses no internet with two year contract. Pays $20.15 monthly, total charges $930.9. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7410-OIEDU,"Customer ID: 7410-OIEDU. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $79.85 monthly, total charges $887.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
2273-QCKXA,"Customer ID: 2273-QCKXA. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $49.05 monthly, total charges $49.05. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
0731-EBJQB,"Customer ID: 0731-EBJQB. A female customer, non-senior, uses no internet with one year contract. Pays $20.4 monthly, total charges $1090.65. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
1891-QRQSA,"Customer ID: 1891-QRQSA. A male customer, senior, uses fiber optic internet with two year contract. Pays $111.6 monthly, total charges $7099.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
8028-PNXHQ,"Customer ID: 8028-PNXHQ. A male customer, non-senior, uses no internet with two year contract. Pays $24.25 monthly, total charges $1424.6. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5630-AHZIL,"Customer ID: 5630-AHZIL. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $64.5 monthly, total charges $177.4. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2673-CXQEU,"Customer ID: 2673-CXQEU. A female customer, senior, uses fiber optic internet with one year contract. Pays $110.5 monthly, total charges $6139.5. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
6416-JNVRK,"Customer ID: 6416-JNVRK. A female customer, non-senior, uses dsl internet with one year contract. Pays $55.65 monthly, total charges $2688.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5590-ZSKRV,"Customer ID: 5590-ZSKRV. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $54.65 monthly, total charges $482.25. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0191-ZHSKZ,"Customer ID: 0191-ZHSKZ. A male customer, senior, uses dsl internet with month-to-month contract. Pays $74.75 monthly, total charges $2111.3. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3887-PBQAO,"Customer ID: 3887-PBQAO. A female customer, non-senior, uses no internet with one year contract. Pays $25.9 monthly, total charges $1216.6. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5919-TMRGD,"Customer ID: 5919-TMRGD. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $79.35 monthly, total charges $79.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
8108-UXRQN,"Customer ID: 8108-UXRQN. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $50.55 monthly, total charges $565.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9191-MYQKX,"Customer ID: 9191-MYQKX. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $75.15 monthly, total charges $496.9. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
9919-YLNNG,"Customer ID: 9919-YLNNG. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $103.8 monthly, total charges $4327.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0318-ZOPWS,"Customer ID: 0318-ZOPWS. A female customer, non-senior, uses no internet with two year contract. Pays $20.15 monthly, total charges $973.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
4445-ZJNMU,"Customer ID: 4445-ZJNMU. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $99.3 monthly, total charges $918.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4808-YNLEU,"Customer ID: 4808-YNLEU. A female customer, non-senior, uses dsl internet with one year contract. Pays $62.15 monthly, total charges $2215.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1862-QRWPE,"Customer ID: 1862-QRWPE. A female customer, non-senior, uses no internet with two year contract. Pays $20.65 monthly, total charges $1057.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
2796-NNUFI,"Customer ID: 2796-NNUFI. A female customer, non-senior, uses no internet with two year contract. Pays $19.95 monthly, total charges $927.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3016-KSVCP,"Customer ID: 3016-KSVCP. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $33.75 monthly, total charges $1009.25. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
4767-HZZHQ,"Customer ID: 4767-HZZHQ. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $82.05 monthly, total charges $2570.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2424-WVHPL,"Customer ID: 2424-WVHPL. A male customer, senior, uses fiber optic internet with month-to-month contract. Pays $74.7 monthly, total charges $74.7. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7233-PAHHL,"Customer ID: 7233-PAHHL. A male customer, non-senior, uses dsl internet with two year contract. Pays $84.0 monthly, total charges $5714.25. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
6067-NGCEU,"Customer ID: 6067-NGCEU. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $111.05 monthly, total charges $7107.0. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9848-JQJTX,"Customer ID: 9848-JQJTX. A male customer, non-senior, uses fiber optic internet with two year contract. Pays $100.9 monthly, total charges $7459.05. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
8637-XJIVR,"Customer ID: 8637-XJIVR. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $78.95 monthly, total charges $927.35. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
9803-FTJCG,"Customer ID: 9803-FTJCG. A male customer, non-senior, uses dsl internet with one year contract. Pays $66.85 monthly, total charges $4748.7. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0278-YXOOG,"Customer ID: 0278-YXOOG. A male customer, non-senior, uses no internet with month-to-month contract. Pays $21.05 monthly, total charges $113.85. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
3212-KXOCR,"Customer ID: 3212-KXOCR. A male customer, non-senior, uses no internet with two year contract. Pays $21.0 monthly, total charges $1107.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4598-XLKNJ,"Customer ID: 4598-XLKNJ. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $98.5 monthly, total charges $2514.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
6380-ARCEH,"Customer ID: 6380-ARCEH. A male customer, non-senior, uses no internet with month-to-month contract. Pays $20.2 monthly, total charges $20.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3679-XASPY,"Customer ID: 3679-XASPY. A female customer, non-senior, uses no internet with month-to-month contract. Pays $19.45 monthly, total charges $19.45. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
7123-WQUHX,"Customer ID: 7123-WQUHX. A male customer, non-senior, uses fiber optic internet with one year contract. Pays $95.0 monthly, total charges $3605.6. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5386-THSLQ,"Customer ID: 5386-THSLQ. A female customer, senior, uses dsl internet with one year contract. Pays $45.55 monthly, total charges $3027.25. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3192-NQECA,"Customer ID: 3192-NQECA. A male customer, non-senior, uses fiber optic internet with two year contract. Pays $110.0 monthly, total charges $7611.85. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
6180-YBIQI,"Customer ID: 6180-YBIQI. A male customer, non-senior, uses dsl internet with month-to-month contract. Pays $24.3 monthly, total charges $100.2. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
6728-DKUCO,"Customer ID: 6728-DKUCO. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $104.15 monthly, total charges $7303.05. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9750-BOOHV,"Customer ID: 9750-BOOHV. A female customer, non-senior, uses dsl internet with one year contract. Pays $30.15 monthly, total charges $927.65. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
8597-CWYHH,"Customer ID: 8597-CWYHH. A male customer, non-senior, uses fiber optic internet with one year contract. Pays $94.35 monthly, total charges $3921.3. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2848-YXSMW,"Customer ID: 2848-YXSMW. A male customer, non-senior, uses no internet with two year contract. Pays $19.4 monthly, total charges $1363.25. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0486-HECZI,"Customer ID: 0486-HECZI. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $96.75 monthly, total charges $5238.9. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
4549-ZDQYY,"Customer ID: 4549-ZDQYY. A female customer, non-senior, uses dsl internet with one year contract. Pays $57.95 monthly, total charges $3042.25. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
5712-AHQNN,"Customer ID: 5712-AHQNN. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $91.65 monthly, total charges $3954.1. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
4846-WHAFZ,"Customer ID: 4846-WHAFZ. A female customer, senior, uses fiber optic internet with month-to-month contract. Pays $76.5 monthly, total charges $2868.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: YES."
5256-SKJGO,"Customer ID: 5256-SKJGO. A female customer, non-senior, uses dsl internet with two year contract. Pays $54.6 monthly, total charges $3423.5. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
3071-VBYPO,"Customer ID: 3071-VBYPO. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $89.85 monthly, total charges $248.4. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9560-BBZXK,"Customer ID: 9560-BBZXK. A female customer, non-senior, uses dsl internet with two year contract. Pays $31.05 monthly, total charges $1126.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
5299-RULOA,"Customer ID: 5299-RULOA. A female customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $100.25 monthly, total charges $1064.65. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
8402-OOOHJ,"Customer ID: 8402-OOOHJ. A female customer, non-senior, uses no internet with two year contract. Pays $20.65 monthly, total charges $835.15. Sentiment from support: Positive. Risk of churn (based on sentiment): LOW. Actual churn: NO."
9445-ZUEQE,"Customer ID: 9445-ZUEQE. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $85.2 monthly, total charges $2151.6. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
1091-SOZGA,"Customer ID: 1091-SOZGA. A female customer, non-senior, uses fiber optic internet with one year contract. Pays $99.8 monthly, total charges $5515.45. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
2928-HLDBA,"Customer ID: 2928-HLDBA. A female customer, non-senior, uses no internet with month-to-month contract. Pays $20.7 monthly, total charges $112.75. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
0404-SWRVG,"Customer ID: 0404-SWRVG. A male customer, non-senior, uses fiber optic internet with month-to-month contract. Pays $74.4 monthly, total charges $229.55. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: YES."
6497-TILVL,"Customer ID: 6497-TILVL. A female customer, non-senior, uses dsl internet with month-to-month contract. Pays $50.7 monthly, total charges $350.35. Sentiment from support: Negative. Risk of churn (based on sentiment): HIGH. Actual churn: NO."
